categoria,indicador,periodo,valor,unidad,fuente
Mercado laboral,SBC diario promedio IMSS construcción,2025-08,461.82,pesos diarios,IMSS
Mercado laboral,SBC diario promedio IMSS construcción,2025-09,460.81,pesos diarios,IMSS
Mercado laboral,SBC diario promedio IMSS construcción,2025-10,460.83,pesos diarios,IMSS
Mercado laboral,SBC diario promedio IMSS construcción,2025-11,464.9,pesos diarios,IMSS
Mercado laboral,SBC diario promedio IMSS construcción,2025-12,470.27,pesos diarios,IMSS
Mercado laboral,SBC diario promedio IMSS construcción,2026-01,499.88,pesos diarios,IMSS
Mercado laboral,SBC diario promedio IMSS construcción,2026-02,500.18,pesos diarios,IMSS
Mercado laboral,SBC diario promedio IMSS construcción,2026-03,498.21,pesos diarios,IMSS
Mercado laboral,SBC diario promedio IMSS construcción,2026-04,499.53,pesos diarios,IMSS
Mercado laboral,SBC diario promedio IMSS construcción,2026-05,504.33,pesos diarios,IMSS
Mercado laboral,SBC diario promedio IMSS construcción,2026-06,500.58,pesos diarios,IMSS
Mercado laboral,Trabajadores ENOE,2018,4375.6,miles,INEGI ENOE
Mercado laboral,Trabajadores ENOE,2019,4225.4,miles,INEGI ENOE
Mercado laboral,Trabajadores ENOE,2020,4272.1,miles,INEGI ENOE
Mercado laboral,Trabajadores ENOE,2021,4384.0,miles,INEGI ENOE
Mercado laboral,Trabajadores ENOE,2022,4475.6,miles,INEGI ENOE
Mercado laboral,Trabajadores ENOE,2023,4710.5,miles,INEGI ENOE
Mercado laboral,Trabajadores ENOE,2024,4599.2,miles,INEGI ENOE
Mercado laboral,Trabajadores ENOE,2025,4619.3,miles,INEGI ENOE
Mercado laboral,Trabajadores ENOE,2025-06,4598.423,miles,INEGI ENOE
Mercado laboral,Trabajadores ENOE,2026-06,4737.263,miles,INEGI ENOE
Mercado laboral,Trabajadores IMSS construcción,2018,1587.3,miles,IMSS
Mercado laboral,Trabajadores IMSS construcción,2019,1574.1,miles,IMSS
Mercado laboral,Trabajadores IMSS construcción,2020,1487.6,miles,IMSS
Mercado laboral,Trabajadores IMSS construcción,2021,1591.9,miles,IMSS
Mercado laboral,Trabajadores IMSS construcción,2022,1680.2,miles,IMSS
Mercado laboral,Trabajadores IMSS construcción,2023,1816.2,miles,IMSS
Mercado laboral,Trabajadores IMSS construcción,2024,1702.4,miles,IMSS
Mercado laboral,Trabajadores IMSS construcción,2025,1725.1,miles,IMSS
Mercado laboral,Trabajadores formales,2018,1024.7,miles,INEGI ENOE
Mercado laboral,Trabajadores formales,2019,939.7,miles,INEGI ENOE
Mercado laboral,Trabajadores formales,2020,871.0,miles,INEGI ENOE
Mercado laboral,Trabajadores formales,2021,854.3,miles,INEGI ENOE
Mercado laboral,Trabajadores formales,2022,953.0,miles,INEGI ENOE
Mercado laboral,Trabajadores formales,2023,1051.5,miles,INEGI ENOE
Mercado laboral,Trabajadores formales,2024,995.5,miles,INEGI ENOE
Mercado laboral,Trabajadores formales,2025,883.4,miles,INEGI ENOE
Mercado laboral,Trabajadores informales,2018,3350.9,miles,INEGI ENOE
Mercado laboral,Trabajadores informales,2019,3285.7,miles,INEGI ENOE
Mercado laboral,Trabajadores informales,2020,3401.1,miles,INEGI ENOE
Mercado laboral,Trabajadores informales,2021,3529.6,miles,INEGI ENOE
Mercado laboral,Trabajadores informales,2022,3522.6,miles,INEGI ENOE
Mercado laboral,Trabajadores informales,2023,3659.0,miles,INEGI ENOE
Mercado laboral,Trabajadores informales,2024,3596.7,miles,INEGI ENOE
Mercado laboral,Trabajadores informales,2025,3735.9,miles,INEGI ENOE
Producción de vivienda,Financiamientos CONAVI,2026-05,5903.0,acciones,SNIIV / CONAVI
Producción de vivienda,Financiamientos registrados,2026-05,260857.0,acciones,SNIIV / CONAVI
Producción de vivienda,Inventario activo RUV,2026-05,377480.0,viviendas,SNIIV / CONAVI
Producción de vivienda,PVB hectáreas,2026-06-15,560.0,hectáreas,SNIIV / CONAVI
Producción de vivienda,PVB predios,2026-06-15,138.0,predios,SNIIV / CONAVI
Producción de vivienda,PVB viviendas,2026-06-15,73490.0,viviendas,SNIIV / CONAVI
Producción de vivienda,Viviendas con inicio de obra,2018,259.0,miles de viviendas,RUV / SNIIV
Producción de vivienda,Viviendas con inicio de obra,2019,187.9,miles de viviendas,RUV / SNIIV
Producción de vivienda,Viviendas con inicio de obra,2020,160.8,miles de viviendas,RUV / SNIIV
Producción de vivienda,Viviendas con inicio de obra,2021,219.3,miles de viviendas,RUV / SNIIV
Producción de vivienda,Viviendas con inicio de obra,2022,118.0,miles de viviendas,RUV / SNIIV
Producción de vivienda,Viviendas con inicio de obra,2023,141.6,miles de viviendas,RUV / SNIIV
Producción de vivienda,Viviendas con inicio de obra,2024,152.8,miles de viviendas,RUV / SNIIV
Producción de vivienda,Viviendas con inicio de obra,2025,82.9,miles de viviendas,RUV / SNIIV
Producción de vivienda,Viviendas registradas,2018,263.0,miles de viviendas,RUV / SNIIV
Producción de vivienda,Viviendas registradas,2019,189.0,miles de viviendas,RUV / SNIIV
Producción de vivienda,Viviendas registradas,2020,181.7,miles de viviendas,RUV / SNIIV
Producción de vivienda,Viviendas registradas,2021,257.4,miles de viviendas,RUV / SNIIV
Producción de vivienda,Viviendas registradas,2022,144.6,miles de viviendas,RUV / SNIIV
Producción de vivienda,Viviendas registradas,2023,165.5,miles de viviendas,RUV / SNIIV
Producción de vivienda,Viviendas registradas,2024,178.6,miles de viviendas,RUV / SNIIV
Producción de vivienda,Viviendas registradas,2025,91.3,miles de viviendas,RUV / SNIIV
Producción de vivienda,Viviendas terminadas,2018,210.4,miles de viviendas,RUV / SNIIV
Producción de vivienda,Viviendas terminadas,2019,181.0,miles de viviendas,RUV / SNIIV
Producción de vivienda,Viviendas terminadas,2020,151.2,miles de viviendas,RUV / SNIIV
Producción de vivienda,Viviendas terminadas,2021,163.8,miles de viviendas,RUV / SNIIV
Producción de vivienda,Viviendas terminadas,2022,135.6,miles de viviendas,RUV / SNIIV
Producción de vivienda,Viviendas terminadas,2023,131.0,miles de viviendas,RUV / SNIIV
Producción de vivienda,Viviendas terminadas,2024,128.1,miles de viviendas,RUV / SNIIV
Producción de vivienda,Viviendas terminadas,2025,62.1,miles de viviendas,RUV / SNIIV
Mercado inmobiliario y precios,INPP construcción residencial,2018,6.7,%,INEGI
Mercado inmobiliario y precios,INPP construcción residencial,2019,0.2,%,INEGI
Mercado inmobiliario y precios,INPP construcción residencial,2020,8.6,%,INEGI
Mercado inmobiliario y precios,INPP construcción residencial,2021,12.7,%,INEGI
Mercado inmobiliario y precios,INPP construcción residencial,2022,10.1,%,INEGI
Mercado inmobiliario y precios,INPP construcción residencial,2023,3.9,%,INEGI
Mercado inmobiliario y precios,INPP construcción residencial,2024,3.9,%,INEGI
Mercado inmobiliario y precios,INPP construcción residencial,2025,4.4,%,INEGI
Mercado inmobiliario y precios,Tasa crédito puente,2018,12.0,%,Serie histórica del maestro
Mercado inmobiliario y precios,Tasa crédito puente,2019,11.1,%,Serie histórica del maestro
Mercado inmobiliario y precios,Tasa crédito puente,2020,8.0,%,Serie histórica del maestro
Mercado inmobiliario y precios,Tasa crédito puente,2021,8.9,%,Serie histórica del maestro
Mercado inmobiliario y precios,Tasa crédito puente,2022,13.1,%,Serie histórica del maestro
Mercado inmobiliario y precios,Tasa crédito puente,2023,14.6,%,Serie histórica del maestro
Mercado inmobiliario y precios,Tasa crédito puente,2024,14.5,%,Serie histórica del maestro
Mercado inmobiliario y precios,Tasa crédito puente,2025,12.7,%,Serie histórica del maestro
Mercado inmobiliario y precios,Variación anual Índice SHF,2018,9.3,%,SHF
Mercado inmobiliario y precios,Variación anual Índice SHF,2019,7.7,%,SHF
Mercado inmobiliario y precios,Variación anual Índice SHF,2020,5.4,%,SHF
Mercado inmobiliario y precios,Variación anual Índice SHF,2021,8.6,%,SHF
Mercado inmobiliario y precios,Variación anual Índice SHF,2022,10.4,%,SHF
Mercado inmobiliario y precios,Variación anual Índice SHF,2023,10.0,%,SHF
Mercado inmobiliario y precios,Variación anual Índice SHF,2024,8.7,%,SHF
Mercado inmobiliario y precios,Variación anual Índice SHF,2025,8.7,%,SHF
Mercado inmobiliario y precios,Variación anual Índice SHF,2026,7.3,%,SHF
Condiciones habitacionales,Carencia calidad y espacios,2016,12.0,% de la población,INEGI · Pobreza multidimensional
Condiciones habitacionales,Carencia calidad y espacios,2018,11.0,% de la población,INEGI · Pobreza multidimensional
Condiciones habitacionales,Carencia calidad y espacios,2020,9.3,% de la población,INEGI · Pobreza multidimensional
Condiciones habitacionales,Carencia calidad y espacios,2022,9.1,% de la población,INEGI · Pobreza multidimensional
Condiciones habitacionales,Carencia calidad y espacios,2024,7.9,% de la población,INEGI
Condiciones habitacionales,Carencia servicios básicos,2016,19.2,% de la población,INEGI · Pobreza multidimensional
Condiciones habitacionales,Carencia servicios básicos,2018,19.6,% de la población,INEGI · Pobreza multidimensional
Condiciones habitacionales,Carencia servicios básicos,2020,17.9,% de la población,INEGI · Pobreza multidimensional
Condiciones habitacionales,Carencia servicios básicos,2022,17.8,% de la población,INEGI · Pobreza multidimensional
Condiciones habitacionales,Carencia servicios básicos,2024,14.1,% de la población,INEGI
Condiciones habitacionales,Déficit cualitativo,2024,29.8,%,CONAVI con ENIGH 2024
Condiciones habitacionales,Déficit cualitativo viviendas,2024,11428220.0,viviendas,CONAVI con ENIGH 2024
Condiciones habitacionales,Muros inadecuados,2024,4.0,%,CONAVI con ENIGH 2024
Condiciones habitacionales,Otra tenencia,2024,14.4237640579,%,INEGI ENIGH 2024
Condiciones habitacionales,Pisos inadecuados,2024,2.4,%,CONAVI con ENIGH 2024
Condiciones habitacionales,Techos inadecuados,2024,19.3,%,CONAVI con ENIGH 2024
Condiciones habitacionales,Vivienda propia + pagándose,2016,68.7,% de viviendas,INEGI ENIGH 2016; agregación Propia + Propia pagándose
Condiciones habitacionales,Vivienda propia + pagándose,2018,68.2,% de viviendas,INEGI ENIGH 2018; agregación Propia + Propia pagándose
Condiciones habitacionales,Vivienda propia + pagándose,2020,69.5,% de viviendas,INEGI ENIGH 2020; agregación Propia + Propia pagándose
Condiciones habitacionales,Vivienda propia + pagándose,2022,69.6,% de viviendas,INEGI ENIGH 2022; agregación Propia + Propia pagándose
Condiciones habitacionales,Vivienda propia + pagándose,2024,69.8606389053,% de viviendas,INEGI ENIGH 2024; agregación Propia + Propia pagándose
Condiciones habitacionales,Vivienda propia estricta,2024,59.4183492655,%,INEGI ENIGH 2024
Condiciones habitacionales,Vivienda rentada,2016,14.6,% de viviendas,INEGI ENIGH 2016; agregación Propia + Propia pagándose
Condiciones habitacionales,Vivienda rentada,2018,15.1,% de viviendas,INEGI ENIGH 2018; agregación Propia + Propia pagándose
Condiciones habitacionales,Vivienda rentada,2020,15.2,% de viviendas,INEGI ENIGH 2020; agregación Propia + Propia pagándose
Condiciones habitacionales,Vivienda rentada,2022,15.1,% de viviendas,INEGI ENIGH 2022; agregación Propia + Propia pagándose
Condiciones habitacionales,Vivienda rentada,2024,15.7155970368,% de viviendas,INEGI ENIGH 2024; agregación Propia + Propia pagándose
