periodo,indice,variacion_mensual,variacion_anual
2025-01,102.0,0.1,-6.4
2025-02,105.5,2.8,0.5
2025-03,107.7,0.8,2.1
2025-04,104.3,-2.0,-2.7
2025-05,107.6,2.8,-1.0
2025-06,107.9,-0.2,1.5
2025-07,106.0,-1.2,-4.1
2025-08,102.9,-2.2,-3.2
2025-09,97.1,-2.5,-7.2
2025-10,102.0,3.8,1.5
2025-11,104.6,1.6,3.0
2025-12,106.3,1.2,6.8
2026-01,104.9,-1.1,5.0
2026-02,104.8,0.3,1.2
2026-03,99.8,-3.3,-5.3
2026-04,109.5,7.6,10.2
2026-05,104.1,-3.7,-0.6
2026-06,107.7,3.0,4.2
